0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
EURO FX - CHICAGO MERCANTILE EXCHANGE,130409,2013-04-09,099741,CME,00,099,220353,84690,12160,3131,29828,50500,8867,22934,72895,2551,29867,13416,702,182570,164222,37783,56131,-15518,-7540,812,1351,84,2020,446,-10880,-15662,-593,1606,-3730,-296,-15822,-15652,304,134,100.0,38.4,5.5,1.4,13.5,22.9,4.0,10.4,33.1,1.2,13.6,6.1,0.3,82.9,74.5,17.1,25.5,171,24,12,6,18,17,12,19,46,12,20,15,5,93,113,30.3,20.3,41.1,30.2,30.3,18.1,40.7,28.0,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130402,2013-04-02,099741,CME,00,099,235871,92230,11348,1780,29744,48480,8421,33814,88557,3144,28261,17146,998,198392,179874,37479,55997,31614,25477,-377,157,-406,8623,569,5633,16569,-203,2653,3412,-497,33383,28253,-1769,3361,100.0,39.1,4.8,0.8,12.6,20.6,3.6,14.3,37.5,1.3,12.0,7.3,0.4,84.1,76.3,15.9,23.7,178,21,12,5,17,18,11,14,55,10,17,24,5,82,127,30.0,17.7,41.7,27.2,30.0,15.7,41.6,25.2,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130326,2013-03-26,099741,CME,00,099,204257,66753,11725,1623,30150,39857,7852,28181,71988,3347,25608,13734,1495,165009,151621,39248,52636,9184,12831,1471,313,-397,6476,-190,-7662,-531,766,2140,-614,369,8170,8060,1014,1124,100.0,32.7,5.7,0.8,14.8,19.5,3.8,13.8,35.2,1.6,12.5,6.7,0.7,80.8,74.2,19.2,25.8,166,21,13,6,16,20,11,13,49,12,15,19,5,81,119,28.4,16.8,41.5,26.8,28.1,14.4,41.2,24.5,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130319,2013-03-19,099741,CME,00,099,195073,53922,10254,1310,30547,33381,8042,35843,72519,2581,23468,14348,1126,156839,143561,38234,51512,-18040,7188,-13423,-8275,-6868,2800,4052,-8457,3973,-2846,5781,2149,-3819,-13244,-15389,-4796,-2651,100.0,27.6,5.3,0.7,15.7,17.1,4.1,18.4,37.2,1.3,12.0,7.4,0.6,80.4,73.6,19.6,26.4,168,19,12,7,16,22,12,13,50,10,13,23,5,79,123,26.2,16.1,40.1,25.9,26.2,16.1,40.1,25.3,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130312,2013-03-12,099741,CME,00,099,213113,46734,23677,9585,37415,30581,3990,44300,68546,5427,17687,12199,4945,170083,158950,43030,54163,-5356,-6553,-7452,4356,-1304,-2128,372,-3095,-4516,107,-4938,-427,3217,-7838,-6471,2482,1115,100.0,21.9,11.1,4.5,17.6,14.3,1.9,20.8,32.2,2.5,8.3,5.7,2.3,79.8,74.6,20.2,25.4,159,18,16,11,18,16,12,18,40,17,14,19,4,89,114,27.6,14.6,38.8,24.5,27.4,13.4,38.1,22.8,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130305,2013-03-05,099741,CME,00,099,218469,53287,31129,5229,38719,32709,3618,47395,73062,5320,22625,12626,1728,177921,165421,40548,53048,-12098,14852,-24147,1633,-5157,-595,-2204,-17267,6260,642,2944,-9,532,-4025,-17888,-8073,5790,100.0,24.4,14.2,2.4,17.7,15.0,1.7,21.7,33.4,2.4,10.4,5.8,0.8,81.4,75.7,18.6,24.3,173,23,14,11,18,17,13,18,48,13,15,20,4,94,120,28.7,17.8,39.8,27.2,28.7,17.8,39.6,27.0,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130226,2013-02-26,099741,CME,00,099,230567,38435,55276,3596,43876,33304,5822,64662,66802,4678,19681,12635,1196,181946,183309,48621,47258,-3472,8696,-21875,63,-5739,2948,594,-2778,15079,1637,2693,888,-868,4298,-1534,-7770,-1938,100.0,16.7,24.0,1.6,19.0,14.4,2.5,28.0,29.0,2.0,8.5,5.5,0.5,78.9,79.5,21.1,20.5,170,20,14,10,20,15,16,21,43,13,13,24,5,93,121,29.4,24.9,39.1,33.7,29.1,24.9,38.7,33.7,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130219,2013-02-19,099741,CME,00,099,234039,29739,77151,3533,49615,30356,5228,67440,51723,3041,16988,11747,2064,177648,184843,56391,49196,-5527,-821,-9133,376,-319,-279,-333,-5676,52,1097,-1038,-347,122,-6592,-8445,1065,2918,100.0,12.7,33.0,1.5,21.2,13.0,2.2,28.8,22.1,1.3,7.3,5.0,0.9,75.9,79.0,24.1,21.0,167,18,14,8,23,14,16,26,38,15,14,20,5,99,112,32.7,32.2,40.6,40.8,32.4,32.2,40.1,40.7,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130212,2013-02-12,099741,CME,00,099,239566,30560,86284,3157,49934,30635,5561,73116,51671,1944,18026,12094,1942,184240,193288,55326,46278,-11670,3237,-6244,402,-2829,147,103,-9481,2047,-812,677,-56,762,-7941,-3651,-3729,-8019,100.0,12.8,36.0,1.3,20.8,12.8,2.3,30.5,21.6,0.8,7.5,5.0,0.8,76.9,80.7,23.1,19.3,172,19,15,8,23,15,16,29,35,13,16,20,6,104,111,32.5,35.0,40.2,43.5,32.4,35.0,39.9,43.4,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130205,2013-02-05,099741,CME,00,099,251236,27323,92528,2755,52763,30488,5458,82597,49624,2756,17349,12150,1180,192181,196939,59055,54297,13380,2191,15780,414,3042,-67,118,7736,-7842,-362,-1257,628,418,12300,9087,1080,4293,100.0,10.9,36.8,1.1,21.0,12.1,2.2,32.9,19.8,1.1,6.9,4.8,0.5,76.5,78.4,23.5,21.6,183,19,16,9,22,15,16,43,30,16,19,19,4,118,110,31.2,33.7,38.7,41.8,31.1,33.7,38.5,41.7,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130129,2013-01-29,099741,CME,00,099,237856,25132,76748,2341,49721,30555,5340,74861,57466,3118,18606,11522,762,179881,187852,57975,50004,21797,3175,13263,-26,4754,-180,-3,8417,5274,1062,397,90,-250,17526,19230,4271,2567,100.0,10.6,32.3,1.0,20.9,12.8,2.2,31.5,24.2,1.3,7.8,4.8,0.3,75.6,79.0,24.4,21.0,178,17,17,7,21,14,16,38,33,13,19,19,4,108,110,30.5,30.2,38.1,38.9,30.5,30.2,37.7,38.9,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130122,2013-01-22,099741,CME,00,099,216059,21957,63485,2367,44967,30735,5343,66444,52192,2056,18209,11432,1012,162355,168622,53704,47437,4686,-200,17242,0,2448,-2630,-199,942,-9490,1079,1830,-1585,352,6252,4769,-1566,-83,100.0,10.2,29.4,1.1,20.8,14.2,2.5,30.8,24.2,1.0,8.4,5.3,0.5,75.1,78.0,24.9,22.0,172,17,16,7,21,14,15,37,29,14,18,20,6,106,108,28.6,28.8,36.8,37.6,28.5,28.8,36.3,37.6,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130115,2013-01-15,099741,CME,00,099,211373,22157,46243,2367,42519,33365,5542,65502,61682,977,16379,13017,660,156103,163853,55270,47520,17122,-2873,17246,740,70,36,301,11807,-440,-13,-280,1069,-4,9748,18935,7374,-1813,100.0,10.5,21.9,1.1,20.1,15.8,2.6,31.0,29.2,0.5,7.7,6.2,0.3,73.9,77.5,26.1,22.5,180,17,16,8,21,17,15,43,31,16,15,20,4,110,113,24.8,25.2,33.2,34.9,24.6,25.2,32.9,34.8,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,130108,2013-01-08,099741,CME,00,099,194251,25030,28997,1627,42449,33329,5241,53695,62122,990,16659,11948,664,146355,144918,47896,49333,-13357,5467,-14459,753,-3091,-7515,-235,-13689,3613,129,372,519,-143,-10437,-17338,-2920,3981,100.0,12.9,14.9,0.8,21.9,17.2,2.7,27.6,32.0,0.5,8.6,6.2,0.3,75.3,74.6,24.7,25.4,170,15,15,5,19,17,14,31,38,11,15,20,4,94,110,23.4,21.8,32.3,32.4,23.3,21.8,31.9,32.3,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,141230,2014-12-30,099741,CME,00,099,386295,198138,11802,1785,40911,87329,11844,24362,155817,7936,69641,28599,1226,355843,306338,30452,79957,9446,7477,683,-92,1155,2385,341,875,4664,-113,-166,1748,-15,9462,9601,-16,-155,100.0,51.3,3.1,0.5,10.6,22.6,3.1,6.3,40.3,2.1,18.0,7.4,0.3,92.1,79.3,7.9,20.7,219,19,12,6,17,31,19,24,62,14,20,33,6,99,165,40.5,23.0,60.0,32.8,40.5,22.4,60.0,32.0,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,141223,2014-12-23,099741,CME,00,099,376849,190661,11119,1877,39756,84944,11503,23487,151153,8049,69807,26851,1241,346381,296737,30468,80112,8678,21566,1616,309,5071,-3188,-678,-14285,10695,408,-195,203,317,12513,9682,-3835,-1004,100.0,50.6,3.0,0.5,10.5,22.5,3.1,6.2,40.1,2.1,18.5,7.1,0.3,91.9,78.7,8.1,21.3,213,19,11,6,16,30,17,24,58,14,20,34,6,98,158,40.4,23.1,59.8,32.7,40.4,22.5,59.8,31.9,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,141216,2014-12-16,099741,CME,00,099,368171,169095,9503,1568,34685,88132,12181,37772,140458,7641,70002,26648,924,333868,287055,34303,81116,-109690,-71447,-59534,-20419,-7814,-854,958,-24527,-9436,-8731,26906,1570,-5071,-110145,-101517,455,-8173,100.0,45.9,2.6,0.4,9.4,23.9,3.3,10.3,38.2,2.1,19.0,7.2,0.3,90.7,78.0,9.3,22.0,217,21,10,5,14,30,20,24,60,15,22,35,10,103,164,38.6,23.6,56.9,34.0,38.6,23.0,56.9,33.2,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,141209,2014-12-09,099741,CME,00,099,477861,240542,69037,21987,42499,88986,11223,62299,149894,16372,43096,25078,5995,444013,388572,33848,89289,15803,-9330,17114,12491,8,4780,-506,7630,-24886,6249,-873,593,532,16201,16367,-398,-564,100.0,50.3,14.4,4.6,8.9,18.6,2.3,13.0,31.4,3.4,9.0,5.2,1.3,92.9,81.3,7.1,18.7,227,18,15,11,16,32,17,34,59,27,19,34,10,118,174,41.4,24.0,55.8,35.8,41.3,22.2,53.9,33.6,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,141202,2014-12-02,099741,CME,00,099,462058,249872,51923,9496,42491,84206,11729,54669,174780,10123,43969,24485,5463,427812,372205,34246,89853,-3281,-10430,894,543,-641,-2953,-333,2110,-6008,3421,-609,-155,132,-5807,-4459,2526,1178,100.0,54.1,11.2,2.1,9.2,18.2,2.5,11.8,37.8,2.2,9.5,5.3,1.2,92.6,80.6,7.4,19.4,227,20,15,9,16,28,17,29,62,19,26,31,10,114,168,43.0,26.3,57.4,37.8,43.0,24.5,56.5,35.4,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,141125,2014-11-25,099741,CME,00,099,465339,260302,51029,8953,43132,87159,12062,52559,180788,6702,44578,24640,5331,433619,376664,31720,88675,171,-1347,1516,120,855,662,187,543,-5344,-637,868,2464,-170,419,-1202,-248,1373,100.0,55.9,11.0,1.9,9.3,18.7,2.6,11.3,38.9,1.4,9.6,5.3,1.1,93.2,80.9,6.8,19.1,222,20,14,8,16,28,18,27,60,18,24,33,11,110,167,45.0,27.5,59.3,39.2,45.0,25.9,58.5,37.1,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,141118,2014-11-18,099741,CME,00,099,465168,261649,49513,8833,42277,86497,11875,52016,186132,7339,43710,22176,5501,433200,377866,31968,87302,1192,765,-831,-282,36,2562,50,-2916,2106,1799,604,-1627,255,311,4032,881,-2840,100.0,56.2,10.6,1.9,9.1,18.6,2.6,11.2,40.0,1.6,9.4,4.8,1.2,93.1,81.2,6.9,18.8,218,19,15,7,15,29,19,29,57,21,23,31,11,111,165,45.8,28.6,59.9,40.5,45.8,27.0,59.0,38.4,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,141111,2014-11-11,099741,CME,00,099,463976,260884,50344,9115,42241,83935,11825,54932,184026,5540,43106,23803,5246,432889,373834,31087,90142,-1356,29,16799,-1411,178,-662,-345,-737,-10277,-880,491,-6682,1223,-1452,-2235,96,879,100.0,56.2,10.9,2.0,9.1,18.1,2.5,11.8,39.7,1.2,9.3,5.1,1.1,93.3,80.6,6.7,19.4,221,19,15,8,15,28,19,28,61,18,20,35,11,107,170,45.9,28.6,60.3,40.1,45.9,26.9,59.3,38.0,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,141104,2014-11-04,099741,CME,00,099,465332,260855,33545,10526,42063,84597,12170,55669,194303,6420,42615,30485,4023,434341,376069,30991,89263,23963,19436,-382,1160,2574,-215,-304,817,8237,-32,858,4451,-174,24335,12741,-372,11222,100.0,56.1,7.2,2.3,9.0,18.2,2.6,12.0,41.8,1.4,9.2,6.6,0.9,93.3,80.8,6.7,19.2,231,20,14,8,17,29,18,28,62,16,22,39,11,108,176,44.9,27.2,59.1,38.6,44.9,26.8,58.4,36.2,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,141028,2014-10-28,099741,CME,00,099,441369,241419,33927,9366,39489,84812,12474,54852,186066,6452,41757,26034,4197,410006,363328,31363,78041,1506,4366,-2080,12,-1102,-2848,1348,-3431,4050,327,154,2857,188,1862,3854,-356,-2348,100.0,54.7,7.7,2.1,8.9,19.2,2.8,12.4,42.2,1.5,9.5,5.9,1.0,92.9,82.3,7.1,17.7,230,22,13,9,15,34,19,32,56,20,22,36,8,117,169,44.0,29.1,58.3,40.3,44.0,28.5,57.5,38.0,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,141021,2014-10-21,099741,CME,00,099,439863,237053,36007,9354,40591,87660,11126,58283,182016,6125,41603,23177,4009,408144,359474,31719,80389,4990,2414,1038,69,-5,-42,324,2119,5255,773,-2269,-3238,523,3948,4702,1042,288,100.0,53.9,8.2,2.1,9.2,19.9,2.5,13.3,41.4,1.4,9.5,5.3,0.9,92.8,81.7,7.2,18.3,226,21,13,9,14,36,19,32,57,17,23,30,7,114,164,44.0,29.5,57.9,40.2,44.0,28.2,57.1,37.9,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,141014,2014-10-14,099741,CME,00,099,434873,234639,34969,9285,40596,87702,10802,56164,176761,5352,43872,26415,3486,404196,354772,30677,80101,9217,14691,5258,1704,-1367,1225,-217,-3958,10560,-1018,2027,-1972,-823,11039,14717,-1822,-5500,100.0,54.0,8.0,2.1,9.3,20.2,2.5,12.9,40.6,1.2,10.1,6.1,0.8,92.9,81.6,7.1,18.4,228,21,12,10,14,35,17,27,63,15,22,34,9,108,171,44.5,27.9,58.6,37.8,44.3,26.9,57.9,35.5,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,141007,2014-10-07,099741,CME,00,099,425656,219948,29711,7581,41963,86477,11019,60122,166201,6370,41845,28387,4309,393157,340055,32499,85601,15670,20320,2428,2235,-2127,2913,1850,-5690,1382,597,-3136,-762,3247,17296,13890,-1626,1780,100.0,51.7,7.0,1.8,9.9,20.3,2.6,14.1,39.0,1.5,9.8,6.7,1.0,92.4,79.9,7.6,20.1,221,19,13,8,16,29,17,28,59,18,22,35,8,107,165,42.6,25.3,56.5,35.4,42.0,24.9,55.6,33.5,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,140930,2014-09-30,099741,CME,00,099,409986,199628,27283,5346,44090,83564,9169,65812,164819,5773,44981,29149,1062,375861,326165,34125,83821,11049,6326,8058,1322,5,3714,1096,3999,-5567,-1252,-1515,1785,-92,9889,9064,1160,1985,100.0,48.7,6.7,1.3,10.8,20.4,2.2,16.1,40.2,1.4,11.0,7.1,0.3,91.7,79.6,8.3,20.4,229,18,15,6,17,27,15,31,62,14,23,36,10,108,166,41.0,25.0,55.7,33.2,40.9,24.5,55.5,32.6,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,140923,2014-09-23,099741,CME,00,099,398937,193302,19225,4024,44085,79850,8073,61813,170386,7025,46496,27364,1154,365972,317101,32965,81836,1285,8000,2352,1871,551,6684,-137,-18611,-11894,3383,2896,-1080,207,-1840,1386,3125,-101,100.0,48.5,4.8,1.0,11.1,20.0,2.0,15.5,42.7,1.8,11.7,6.9,0.3,91.7,79.5,8.3,20.5,215,18,13,6,14,29,15,29,58,14,25,29,9,103,156,40.7,27.2,55.7,35.1,40.6,26.7,55.6,34.7,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,140916,2014-09-16,099741,CME,00,099,397652,185302,16873,2153,43534,73166,8210,80424,182280,3642,43600,28444,947,367812,315715,29840,81937,-86654,-42706,-10501,-14279,-889,2730,-28,12593,-4098,-44004,14929,-4899,-5522,-79906,-80601,-6748,-6053,100.0,46.6,4.2,0.5,10.9,18.4,2.1,20.2,45.8,0.9,11.0,7.2,0.2,92.5,79.4,7.5,20.6,219,17,13,7,14,31,16,23,65,15,26,30,8,100,165,41.0,28.3,56.2,36.7,41.0,27.8,56.2,36.2,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,140909,2014-09-09,099741,CME,00,099,484306,228008,27374,16432,44423,70436,8238,67831,186378,47646,28671,33343,6469,447718,396316,36588,87990,64456,-2726,7590,8391,3183,580,252,6444,-2210,39395,3319,399,5118,63376,59515,1080,4941,100.0,47.1,5.7,3.4,9.2,14.5,1.7,14.0,38.5,9.8,5.9,6.9,1.3,92.4,81.8,7.6,18.2,229,18,11,14,14,31,18,26,65,22,28,31,11,119,175,38.8,25.1,52.8,34.0,38.8,22.1,49.6,28.7,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,140902,2014-09-02,099741,CME,00,099,419850,230734,19784,8041,41240,69856,7986,61387,188588,8251,25352,32944,1351,384342,336801,35508,83049,17141,13561,1273,663,-5427,2202,-515,9227,10268,-360,1053,2571,49,18251,16151,-1110,990,100.0,55.0,4.7,1.9,9.8,16.6,1.9,14.6,44.9,2.0,6.0,7.8,0.3,91.5,80.2,8.5,19.8,223,20,11,11,14,30,16,29,65,18,22,32,8,109,167,43.0,28.1,56.1,35.9,43.0,27.7,56.0,35.0,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,140826,2014-08-26,099741,CME,00,099,402709,217173,18511,7378,46667,67654,8501,52160,178320,8611,24299,30373,1302,366091,320650,36618,82059,6249,8900,334,1534,558,3147,385,-7269,1601,487,-773,1714,-270,3552,8932,2697,-2683,100.0,53.9,4.6,1.8,11.6,16.8,2.1,13.0,44.3,2.1,6.0,7.5,0.3,90.9,79.6,9.1,20.4,208,20,10,11,15,30,17,23,63,18,20,27,9,108,155,41.6,26.5,54.7,33.8,41.6,26.1,54.7,33.3,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,140819,2014-08-19,099741,CME,00,099,396460,208273,18177,5844,46109,64507,8116,59429,176719,8124,25072,28659,1572,362539,311718,33921,84742,20036,8293,1861,3533,5112,-337,118,4648,17472,632,-512,-2939,255,22079,20595,-2043,-559,100.0,52.5,4.6,1.5,11.6,16.3,2.0,15.0,44.6,2.0,6.3,7.2,0.4,91.4,78.6,8.6,21.4,208,20,10,10,14,29,16,23,64,20,22,26,9,106,157,41.6,27.8,54.1,35.4,41.6,27.4,54.1,34.8,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,140812,2014-08-12,099741,CME,00,099,376424,199980,16316,2311,40997,64844,7998,54781,159247,7492,25584,31598,1317,340460,291123,35964,85301,-2580,3213,1659,74,-5880,-1511,578,-3311,-4098,-409,530,-538,506,-4699,-3739,2119,1159,100.0,53.1,4.3,0.6,10.9,17.2,2.1,14.6,42.3,2.0,6.8,8.4,0.3,90.4,77.3,9.6,22.7,202,21,9,9,12,30,17,22,62,16,22,24,9,101,152,41.4,27.9,53.9,35.3,41.4,27.4,53.9,34.8,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,140805,2014-08-05,099741,CME,00,099,379004,196767,14657,2237,46877,66355,7420,58092,163345,7901,25054,32136,811,345159,294862,33845,84142,22139,25456,1047,-280,-643,-3515,212,-2982,20072,2047,-862,576,58,23006,20217,-867,1922,100.0,51.9,3.9,0.6,12.4,17.5,2.0,15.3,43.1,2.1,6.6,8.5,0.2,91.1,77.8,8.9,22.2,207,21,9,9,14,30,17,18,70,21,20,24,9,104,159,40.6,26.5,52.9,34.5,40.6,26.0,52.9,34.0,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,140729,2014-07-29,099741,CME,00,099,356865,171311,13610,2517,47520,69870,7208,61074,143273,5854,25916,31560,753,322153,274645,34712,82220,17159,16273,-29,419,459,-6673,16,2381,17597,527,-1198,1684,-11,18866,13530,-1707,3629,100.0,48.0,3.8,0.7,13.3,19.6,2.0,17.1,40.1,1.6,7.3,8.8,0.2,90.3,77.0,9.7,23.0,201,21,8,6,14,30,15,22,61,17,21,23,8,104,143,38.3,25.2,50.2,33.7,38.3,24.7,50.2,33.2,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,140722,2014-07-22,099741,CME,00,099,339706,155038,13639,2098,47061,76543,7192,58693,125676,5327,27114,29876,764,303287,261115,36419,78591,29045,20606,-2031,327,-539,1424,666,5752,23252,-326,-649,916,-72,25765,24156,3280,4889,100.0,45.6,4.0,0.6,13.9,22.5,2.1,17.3,37.0,1.6,8.0,8.8,0.2,89.3,76.9,10.7,23.1,191,20,8,8,13,29,15,21,59,12,19,22,8,99,135,37.1,26.4,48.8,34.8,37.1,25.8,48.8,34.3,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,140715,2014-07-15,099741,CME,00,099,310661,134432,15670,1771,47600,75119,6526,52941,102424,5653,27763,28960,836,277522,236959,33139,73702,16280,3031,-929,-573,-104,3320,118,13039,11413,-174,950,194,46,16333,13415,-53,2865,100.0,43.3,5.0,0.6,15.3,24.2,2.1,17.0,33.0,1.8,8.9,9.3,0.3,89.3,76.3,10.7,23.7,191,21,8,7,14,29,16,22,51,14,22,24,9,106,131,35.3,25.0,46.6,34.1,35.3,24.4,46.6,33.5,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,140708,2014-07-08,099741,CME,00,099,294381,131401,16599,2344,47704,71799,6408,39902,91011,5827,26813,28766,790,261189,223544,33192,70837,2893,8398,-1370,803,-630,1384,14,-737,-1686,985,-2146,-495,-84,6603,-449,-3710,3342,100.0,44.6,5.6,0.8,16.2,24.4,2.2,13.6,30.9,2.0,9.1,9.8,0.3,88.7,75.9,11.3,24.1,182,18,10,7,15,27,16,25,43,13,22,22,9,108,119,35.5,25.7,47.4,33.7,35.5,25.1,47.4,33.1,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,140701,2014-07-01,099741,CME,00,099,291488,123003,17969,1541,48334,70415,6394,40639,92697,4842,28959,29261,874,254586,223993,36902,67495,244,-1918,-2,-197,264,-593,-503,-3509,-1041,1105,1860,902,-168,-3066,-497,3310,741,100.0,42.2,6.2,0.5,16.6,24.2,2.2,13.9,31.8,1.7,9.9,10.0,0.3,87.3,76.8,12.7,23.2,191,19,10,6,16,25,15,25,52,12,20,24,7,103,128,33.8,25.0,45.9,34.2,33.8,24.3,45.9,33.5,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,140624,2014-06-24,099741,CME,00,099,291244,124921,17971,1738,48070,71008,6897,44148,93738,3737,27099,28359,1042,257652,224490,33592,66754,5755,2681,290,-820,196,884,205,2618,2276,585,449,18,-70,5844,3368,-89,2387,100.0,42.9,6.2,0.6,16.5,24.4,2.4,15.2,32.2,1.3,9.3,9.7,0.4,88.5,77.1,11.5,22.9,190,19,11,8,17,27,18,26,48,12,20,22,8,107,129,34.2,24.8,46.2,34.1,34.2,24.2,46.2,33.5,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,140617,2014-06-17,099741,CME,00,099,285489,122240,17681,2558,47874,70124,6692,41530,91462,3152,26650,28341,1112,251808,221122,33681,64367,-46147,-12980,-8113,-20512,610,1943,131,13319,11002,-21082,3693,-83,-2134,-38955,-38848,-7192,-7299,100.0,42.8,6.2,0.9,16.8,24.6,2.3,14.5,32.0,1.1,9.3,9.9,0.4,88.2,77.5,11.8,22.5,191,15,13,8,15,30,16,26,50,12,20,22,8,100,135,34.7,23.6,46.8,32.4,34.7,22.9,46.8,31.8,(CONTRACTS OF EUR 125,000),099741,CME,099,F10,FutOnly
