0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
EURO FX - CHICAGO MERCANTILE EXCHANGE,241105,2024-11-05,099741,CME,00,099,645597,35168,255641,5787,360538,143086,34753,79747,103781,20228,28567,22548,4920,569708,590744,75889,54853,-16078,-21772,12656,-1139,-4790,-30193,2522,4343,-1835,905,1710,1043,34,-18187,-16007,2109,-71,100.0,5.4,39.6,0.9,55.8,22.2,5.4,12.4,16.1,3.1,4.4,3.5,0.8,88.2,91.5,11.8,8.5,290,10,20,7,96,41,41,34,58,27,19,11,6,196,175,17.9,33.6,29.2,44.4,16.2,33.3,26.8,43.7,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,241029,2024-10-29,099741,CME,00,099,661675,56940,242985,6926,365328,173279,32231,75404,105616,19323,26857,21505,4886,587895,606751,73780,54924,10916,18414,-15826,-945,-2283,-1212,-136,945,21001,1036,-117,3320,232,17146,7470,-6230,3446,100.0,8.6,36.7,1.0,55.2,26.2,4.9,11.4,16.0,2.9,4.1,3.3,0.7,88.8,91.7,11.2,8.3,287,13,19,8,92,44,41,39,52,24,16,11,5,190,175,20.3,34.6,32.1,46.6,19.0,34.4,30.2,46.0,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,241022,2024-10-22,099741,CME,00,099,650759,38526,258811,7871,367611,174491,32367,74459,84615,18287,26974,18185,4654,570749,599281,80010,51478,-7722,753,-52944,4208,-9655,19864,97,-5240,17819,2743,1462,-712,-49,-5681,-8974,-2041,1252,100.0,5.9,39.8,1.2,56.5,26.8,5.0,11.4,13.0,2.8,4.1,2.8,0.7,87.7,92.1,12.3,7.9,280,13,17,7,94,43,44,39,46,23,17,10,4,190,168,18.7,37.3,30.6,49.1,17.5,37.3,28.6,48.7,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,241015,2024-10-15,099741,CME,00,099,658481,37773,311755,3663,377266,154627,32270,79699,66796,15544,25512,18897,4703,576430,608255,82051,50226,-10650,20346,-34654,-554,-27341,16685,663,-525,4478,-460,-569,1430,-78,-8518,-12490,-2132,1840,100.0,5.7,47.3,0.6,57.3,23.5,4.9,12.1,10.1,2.4,3.9,2.9,0.7,87.5,92.4,12.5,7.6,275,14,15,6,98,37,45,43,38,20,17,12,5,199,152,18.7,40.2,29.9,54.8,17.6,40.1,28.1,54.3,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,241008,2024-10-08,099741,CME,00,099,669131,17427,346409,4217,404607,137942,31607,80224,62318,16004,26081,17467,4781,584948,620745,84183,48386,-5603,4464,-9013,731,-16856,10780,-794,9808,-8201,77,1074,2346,-640,-2136,-4714,-3467,-889,100.0,2.6,51.8,0.6,60.5,20.6,4.7,12.0,9.3,2.4,3.9,2.6,0.7,87.4,92.8,12.6,7.2,277,12,16,8,97,37,43,47,38,20,17,12,6,202,152,20.3,39.8,31.4,56.7,18.9,39.8,29.4,56.6,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,241001,2024-10-01,099741,CME,00,099,674734,12963,355422,3486,421463,127162,32401,70416,70519,15927,25007,15121,5421,587084,625459,87650,49275,-4780,-1094,-16653,152,-7298,1392,2627,-498,4371,805,-2,-757,190,-5118,-7873,338,3093,100.0,1.9,52.7,0.5,62.5,18.8,4.8,10.4,10.5,2.4,3.7,2.2,0.8,87.0,92.7,13.0,7.3,284,12,15,5,102,38,42,48,38,21,17,13,7,207,152,20.3,38.0,31.4,57.8,19.0,38.0,29.9,57.8,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240924,2024-09-24,099741,CME,00,099,679514,14057,372075,3334,428761,125770,29774,70914,66148,15122,25009,15878,5231,592202,633332,87312,46182,1513,1052,-10851,-242,788,3936,955,-1576,-624,805,-1291,2886,164,655,-2971,858,4484,100.0,2.1,54.8,0.5,63.1,18.5,4.4,10.4,9.7,2.2,3.7,2.3,0.8,87.2,93.2,12.8,6.8,281,13,15,5,107,33,42,42,39,23,17,13,7,210,148,20.1,38.1,31.0,59.9,19.0,38.0,29.6,59.9,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240917,2024-09-17,099741,CME,00,099,678001,13005,382926,3576,427973,121834,28819,72490,66772,14317,26300,12992,5067,591547,636303,86454,41698,-63887,-371,-15849,-22380,-8916,3373,-5009,-4093,3016,-15205,1092,-446,-2904,-57786,-55404,-6101,-8483,100.0,1.9,56.5,0.5,63.1,18.0,4.3,10.7,9.8,2.1,3.9,1.9,0.7,87.2,93.8,12.8,6.2,283,13,15,4,107,33,40,45,39,20,19,11,7,207,147,20.1,40.3,31.1,60.6,19.1,40.3,29.5,60.5,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240910,2024-09-10,099741,CME,00,099,741888,13376,398775,25956,436889,118461,33828,76583,63756,29522,25208,13438,7971,649333,691707,92555,50181,1577,-949,-21980,8055,-3780,2985,-871,-18477,-5452,8833,-1711,374,3284,-5616,-4772,7193,6349,100.0,1.8,53.8,3.5,58.9,16.0,4.6,10.3,8.6,4.0,3.4,1.8,1.1,87.5,93.2,12.5,6.8,284,13,16,12,106,31,42,45,40,23,19,13,10,219,152,18.1,47.4,28.1,60.8,17.4,47.4,26.6,59.4,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240903,2024-09-03,099741,CME,00,099,740311,14325,420755,17901,440669,115476,34699,95060,69208,20689,26919,13064,4687,654949,696479,85362,43832,13792,2565,11804,9973,-1681,-5330,2273,738,-4646,2636,683,-677,-8,17179,16025,-3387,-2233,100.0,1.9,56.8,2.4,59.5,15.6,4.7,12.8,9.3,2.8,3.6,1.8,0.6,88.5,94.1,11.5,5.9,295,14,17,8,109,31,44,50,40,31,21,11,7,229,156,17.9,51.1,28.0,64.0,17.1,50.2,26.6,62.3,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240827,2024-08-27,099741,CME,00,099,726519,11760,408951,7928,442350,120806,32426,94322,73854,18053,26236,13741,4695,637770,680454,88749,46065,34502,489,50790,-356,5920,-10666,591,18983,-4169,2421,377,-709,-155,28270,37747,6232,-3245,100.0,1.6,56.3,1.1,60.9,16.6,4.5,13.0,10.2,2.5,3.6,1.9,0.6,87.8,93.7,12.2,6.3,293,14,15,7,109,31,44,48,42,31,20,13,7,227,155,17.9,49.8,28.1,62.9,17.1,49.8,26.9,62.1,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240820,2024-08-20,099741,CME,00,099,692017,11271,358161,8284,436430,131472,31835,75339,78023,15632,25859,14450,4850,609500,642707,82517,49310,24667,837,53496,-705,11525,-16318,2467,4330,-16404,959,254,2335,72,19739,25902,4928,-1235,100.0,1.6,51.8,1.2,63.1,19.0,4.6,10.9,11.3,2.3,3.7,2.1,0.7,88.1,92.9,11.9,7.1,288,11,17,7,107,32,43,43,45,24,19,14,7,212,157,18.8,45.3,29.6,59.1,17.9,45.3,28.2,58.2,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240813,2024-08-13,099741,CME,00,099,667350,10434,304665,8989,424905,147790,29368,71009,94427,14673,25605,12115,4778,589761,616805,77589,50545,-3754,447,-1102,1121,-4512,-7729,-564,-4635,4175,670,943,-337,-195,-6725,-3961,2971,207,100.0,1.6,45.7,1.3,63.7,22.1,4.4,10.6,14.1,2.2,3.8,1.8,0.7,88.4,92.4,11.6,7.6,283,10,16,6,105,34,43,45,44,25,19,10,6,208,155,19.8,41.5,31.0,53.9,19.0,41.5,29.6,52.9,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240806,2024-08-06,099741,CME,00,099,671104,9987,305767,7868,429417,155519,29932,75644,90252,14003,24662,12452,4973,596486,620766,74618,50338,3805,-2035,13495,-1136,4266,-4628,-2044,2410,-1146,168,170,-1644,190,1989,3255,1816,550,100.0,1.5,45.6,1.2,64.0,23.2,4.5,11.3,13.4,2.1,3.7,1.9,0.7,88.9,92.5,11.1,7.5,287,11,16,6,103,38,44,47,43,27,17,12,6,206,164,20.3,41.4,31.5,53.9,19.1,41.4,30.0,53.0,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240730,2024-07-30,099741,CME,00,099,667299,12022,292272,9004,425151,160147,31976,73234,91398,13835,24492,14096,4783,594497,617511,72802,49788,-4723,2494,-28519,455,-679,8355,-86,-9942,12562,1941,673,-805,359,-4785,-5738,62,1015,100.0,1.8,43.8,1.3,63.7,24.0,4.8,11.0,13.7,2.1,3.7,2.1,0.7,89.1,92.5,10.9,7.5,287,11,15,5,103,38,43,38,49,25,17,16,7,200,167,20.5,39.8,31.6,53.2,19.0,39.8,29.9,52.4,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240723,2024-07-23,099741,CME,00,099,672022,9528,320791,8549,425830,151792,32062,83176,78836,11894,23819,14901,4424,599282,623249,72740,48773,22771,406,24352,715,25053,-1625,-645,-2683,366,1171,110,-1040,185,24312,23479,-1541,-708,100.0,1.4,47.7,1.3,63.4,22.6,4.8,12.4,11.7,1.8,3.5,2.2,0.7,89.2,92.7,10.8,7.3,283,9,17,5,102,37,42,43,42,23,16,17,6,199,160,20.5,42.5,31.6,55.3,19.0,42.5,29.9,54.3,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240716,2024-07-16,099741,CME,00,099,649251,9122,296439,7834,400777,153417,32707,85859,78470,10723,23709,15941,4239,574970,599770,74281,49481,11985,-356,21439,-602,7748,-6691,647,12074,-788,-2169,-4303,2387,-63,12976,14160,-991,-2175,100.0,1.4,45.7,1.2,61.7,23.6,5.0,13.2,12.1,1.7,3.7,2.5,0.7,88.6,92.4,11.4,7.6,286,8,15,4,100,40,42,46,44,23,16,17,5,198,162,20.3,40.4,30.8,52.9,19.1,40.4,28.8,51.8,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240709,2024-07-09,099741,CME,00,099,637266,9478,275000,8436,393029,160108,32060,73785,79258,12892,28012,13554,4302,561994,585610,75272,51656,371,1357,16041,159,1312,-9908,-1544,967,-3009,-599,-2892,-1004,-413,-1653,-277,2024,648,100.0,1.5,43.2,1.3,61.7,25.1,5.0,11.6,12.4,2.0,4.4,2.1,0.7,88.2,91.9,11.8,8.1,281,9,16,5,98,43,41,42,41,24,18,14,6,195,162,20.9,37.4,31.3,49.7,19.6,37.3,29.1,48.8,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240702,2024-07-02,099741,CME,00,099,636895,8121,258959,8277,391717,170016,33604,72818,82267,13491,30904,14558,4715,563647,585887,73248,51008,-13192,-5080,-19864,-50,-4759,15008,-1219,-5911,-8061,1774,353,1562,-156,-15048,-11006,1856,-2186,100.0,1.3,40.7,1.3,61.5,26.7,5.3,11.4,12.9,2.1,4.9,2.3,0.7,88.5,92.0,11.5,8.0,289,8,18,5,96,45,42,42,46,27,20,14,6,196,173,21.4,35.2,31.7,47.7,20.0,35.1,29.4,46.8,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240625,2024-06-25,099741,CME,00,099,650087,13201,278823,8327,396476,155008,34823,78729,90328,11717,30551,12996,4871,578695,596893,71392,53194,-301,1070,-11026,741,-2753,5704,738,333,3113,-1224,1293,437,94,292,-1423,-593,1122,100.0,2.0,42.9,1.3,61.0,23.8,5.4,12.1,13.9,1.8,4.7,2.0,0.7,89.0,91.8,11.0,8.2,288,10,15,5,100,45,44,39,47,23,20,12,6,198,168,21.2,36.4,31.3,49.1,19.9,36.4,29.1,48.1,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240618,2024-06-18,099741,CME,00,099,650388,12131,289849,7586,399229,149304,34085,78396,87215,12941,29258,12559,4777,578403,598316,71985,52072,-62506,-7952,-45317,-22238,-8911,14283,343,-1187,6240,-2320,1255,-789,489,-40521,-49309,-21985,-13197,100.0,1.9,44.6,1.2,61.4,23.0,5.2,12.1,13.4,2.0,4.5,1.9,0.7,88.9,92.0,11.1,8.0,290,10,14,6,101,43,47,42,50,25,19,11,6,204,170,21.2,36.8,31.0,50.6,20.0,36.8,28.9,49.6,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240611,2024-06-11,099741,CME,00,099,712894,20083,335166,29824,408140,135021,33742,79583,80975,15261,28003,13348,4288,618924,647625,93970,65269,41158,2870,-22350,24219,-1184,7597,855,-1019,12716,2299,-602,-113,-541,26897,24682,14261,16476,100.0,2.8,47.0,4.2,57.3,18.9,4.7,11.2,11.4,2.1,3.9,1.9,0.6,86.8,90.8,13.2,9.2,290,13,15,10,101,41,53,45,45,24,17,13,8,214,171,19.3,39.4,28.6,53.8,18.3,38.6,26.6,51.9,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240604,2024-06-04,099741,CME,00,099,671736,17213,357516,5605,409324,127424,32887,80602,68259,12962,28605,13461,4829,592027,622943,79709,48793,6872,-1081,20326,2696,3432,-8605,-1973,5903,906,-2555,113,-424,477,7012,10848,-140,-3976,100.0,2.6,53.2,0.8,60.9,19.0,4.9,12.0,10.2,1.9,4.3,2.0,0.7,88.1,92.7,11.9,7.3,294,11,16,11,104,40,49,52,40,30,18,13,7,223,168,20.4,40.9,30.2,57.6,19.3,40.6,28.2,57.3,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240528,2024-05-28,099741,CME,00,099,664864,18294,337190,2909,405892,136029,34860,74699,67353,15517,28492,13885,4352,585015,612095,79849,52769,11783,735,17500,-65,4218,-1867,533,-643,-10368,5589,-206,-2059,77,10238,9340,1545,2443,100.0,2.8,50.7,0.4,61.0,20.5,5.2,11.2,10.1,2.3,4.3,2.1,0.7,88.0,92.1,12.0,7.9,288,11,15,7,102,44,52,45,40,23,18,13,6,211,165,20.3,40.7,30.2,54.9,19.2,40.5,28.1,54.6,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240521,2024-05-21,099741,CME,00,099,653081,17559,319690,2974,401674,137896,34327,75342,77721,9928,28698,15944,4275,574777,602755,78304,50326,-3721,-11376,23328,1103,2829,-20609,1956,-277,-4983,-426,617,908,21,-5553,1298,1832,-5019,100.0,2.7,49.0,0.5,61.5,21.1,5.3,11.5,11.9,1.5,4.4,2.4,0.7,88.0,92.3,12.0,7.7,293,11,17,8,101,43,50,45,43,23,18,15,6,211,169,20.5,41.3,30.5,54.2,19.4,41.1,28.4,53.8,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240514,2024-05-14,099741,CME,00,099,656802,28935,296362,1871,398845,158505,32371,75619,82704,10354,28081,15036,4254,580330,601457,76472,55345,1998,-10014,14122,390,5361,-6278,-1654,6274,-3442,-89,223,880,191,682,4120,1316,-2122,100.0,4.4,45.1,0.3,60.7,24.1,4.9,11.5,12.6,1.6,4.3,2.3,0.6,88.4,91.6,11.6,8.4,289,10,14,6,103,43,51,46,44,23,17,12,6,209,166,20.3,39.9,30.3,52.0,19.2,39.9,28.3,52.0,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240507,2024-05-07,099741,CME,00,099,654804,38949,282240,1481,393484,164783,34025,69345,86146,10443,27858,14156,4063,579648,597337,75156,57467,2507,-7714,3935,-49,3469,-3438,937,1071,-5312,2508,207,2023,-43,386,561,2121,1946,100.0,5.9,43.1,0.2,60.1,25.2,5.2,10.6,13.2,1.6,4.3,2.2,0.6,88.5,91.2,11.5,8.8,279,13,11,4,100,45,50,38,44,23,17,11,5,196,165,20.3,39.3,30.5,50.6,19.0,39.3,28.3,50.5,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240430,2024-04-30,099741,CME,00,099,652297,46663,278305,1530,390015,168221,33088,68274,91458,7935,27651,12133,4106,579262,596776,73035,55521,-13474,-13613,-5566,-19,-1991,1563,-569,4756,-7527,-185,-2327,615,-151,-14099,-11839,625,-1635,100.0,7.2,42.7,0.2,59.8,25.8,5.1,10.5,14.0,1.2,4.2,1.9,0.6,88.8,91.5,11.2,8.5,292,14,12,7,100,47,45,41,50,24,18,10,5,201,172,20.1,39.7,30.7,51.9,18.8,39.7,28.4,51.8,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240423,2024-04-23,099741,CME,00,099,665771,60276,283871,1549,392006,166658,33657,63518,98985,8120,29978,11518,4257,593361,608615,72410,57156,6906,18710,-6356,108,-5896,17090,-273,-6628,-5706,2190,141,123,-62,8290,7114,-1384,-208,100.0,9.1,42.6,0.2,58.9,25.0,5.1,9.5,14.9,1.2,4.5,1.7,0.6,89.1,91.4,10.9,8.6,292,13,14,6,99,46,44,38,52,23,20,10,5,196,174,19.6,38.6,31.8,50.8,18.5,38.6,29.5,50.8,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240416,2024-04-16,099741,CME,00,099,658865,41566,290227,1441,397902,149568,33930,70146,104691,5930,29837,11395,4319,585071,601501,73794,57364,15369,16825,-16200,364,-7700,13267,1391,4790,17780,-672,1316,-2495,310,16624,13745,-1255,1624,100.0,6.3,44.0,0.2,60.4,22.7,5.1,10.6,15.9,0.9,4.5,1.7,0.7,88.8,91.3,11.2,8.7,293,13,14,7,102,45,47,37,52,19,20,10,5,195,176,19.2,39.8,30.5,51.7,17.9,39.8,28.3,51.7,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240409,2024-04-09,099741,CME,00,099,643496,24741,306427,1077,405602,136301,32539,65356,86911,6602,28521,13890,4009,568447,587756,75049,55740,-39272,-12496,-1127,-541,1988,-20038,-26,-28941,-16779,875,-1464,-298,-149,-40754,-38083,1482,-1189,100.0,3.8,47.6,0.2,63.0,21.2,5.1,10.2,13.5,1.0,4.4,2.2,0.6,88.3,91.3,11.7,8.7,289,11,12,.,106,42,50,38,50,22,19,11,5,201,168,19.8,43.4,29.8,54.7,18.4,43.4,27.6,54.7,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240402,2024-04-02,099741,CME,00,099,682768,37237,307554,1618,403614,156339,32565,94297,103690,5727,29985,14188,4158,609201,625839,73567,56929,25468,18105,-18107,513,1814,29099,27,12519,12786,-2462,-2208,112,40,28348,22008,-2880,3460,100.0,5.5,45.0,0.2,59.1,22.9,4.8,13.8,15.2,0.8,4.4,2.1,0.6,89.2,91.7,10.8,8.3,306,13,12,6,108,45,47,40,55,21,21,12,5,207,178,18.4,42.2,28.2,54.7,17.1,42.2,26.0,54.7,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240326,2024-03-26,099741,CME,00,099,657300,19132,325661,1105,401800,127240,32538,81778,90904,8189,32193,14076,4118,580853,603831,76447,53469,1118,-528,-20652,112,166,12838,-818,-3952,1532,2929,2478,1636,100,487,-2323,631,3441,100.0,2.9,49.5,0.2,61.1,19.4,5.0,12.4,13.8,1.2,4.9,2.1,0.6,88.4,91.9,11.6,8.1,292,12,13,5,109,39,44,35,49,25,23,12,5,204,167,19.1,44.3,29.3,57.3,17.8,44.3,27.0,57.3,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240319,2024-03-19,099741,CME,00,099,656182,19660,346313,993,401634,114402,33356,85730,89372,5260,29715,12440,4018,580366,606154,75816,50028,-61538,-580,-37690,-10210,-17010,7103,-6265,4801,12160,-21111,-2020,-791,-653,-53048,-57457,-8490,-4081,100.0,3.0,52.8,0.2,61.2,17.4,5.1,13.1,13.6,0.8,4.5,1.9,0.6,88.4,92.4,11.6,7.6,291,11,14,4,111,40,47,39,46,25,21,9,5,206,166,19.1,44.2,29.2,59.4,17.8,44.2,27.0,59.4,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240312,2024-03-12,099741,CME,00,099,717720,20240,384003,11203,418644,107299,39621,80929,77212,26371,31735,13231,4671,633414,663611,84306,54109,10612,-2667,-1249,7109,-5178,-16886,4810,-7659,-1937,12623,-1317,2993,117,7838,7580,2774,3032,100.0,2.8,53.5,1.6,58.3,14.9,5.5,11.3,10.8,3.7,4.4,1.8,0.7,88.3,92.5,11.7,7.5,293,10,18,8,105,40,51,40,46,27,25,9,8,214,173,17.3,41.7,27.8,58.3,16.1,41.7,25.7,57.3,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240305,2024-03-05,099741,CME,00,099,707108,22907,385252,4094,423822,124185,34811,88588,79149,13748,33052,10238,4554,625576,656031,81532,51077,-8437,2554,818,1317,-19166,-10071,3817,2726,-338,-952,-383,-1270,452,-9635,-6227,1198,-2210,100.0,3.2,54.5,0.6,59.9,17.6,4.9,12.5,11.2,1.9,4.7,1.4,0.6,88.5,92.8,11.5,7.2,308,13,18,7,111,42,51,43,45,26,26,9,7,228,171,17.4,42.4,27.9,59.2,16.3,42.3,26.1,59.0,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240227,2024-02-27,099741,CME,00,099,715545,20353,384434,2777,442988,134256,30994,85862,79487,14700,33435,11508,4102,635211,662258,80334,53287,-6754,-11285,-3250,905,-1994,-7882,-793,-1721,2231,4005,1680,1193,72,-9131,-3519,2377,-3235,100.0,2.8,53.7,0.4,61.9,18.8,4.3,12.0,11.1,2.1,4.7,1.6,0.6,88.8,92.6,11.2,7.4,308,11,18,5,111,43,50,44,44,27,27,10,6,227,169,18.4,41.7,29.4,58.3,17.4,41.7,27.6,58.2,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240220,2024-02-20,099741,CME,00,099,722299,31638,387684,1872,444982,142138,31787,87583,77256,10695,31755,10315,4030,644342,665777,77957,56522,-17806,1615,-4837,17,-19685,6093,347,-687,-16799,-896,397,-808,126,-18766,-16757,960,-1049,100.0,4.4,53.7,0.3,61.6,19.7,4.4,12.1,10.7,1.5,4.4,1.4,0.6,89.2,92.2,10.8,7.8,302,14,18,5,109,41,46,45,42,23,25,8,6,220,162,18.4,41.7,29.5,58.7,17.5,41.7,27.8,58.6,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240213,2024-02-13,099741,CME,00,099,740105,30023,392521,1855,464667,136045,31440,88270,94055,11591,31358,11123,3904,663108,682534,76997,57571,8114,4256,-9304,-655,-2184,4162,2555,8246,8699,-1909,-1517,-63,-24,8768,3461,-654,4653,100.0,4.1,53.0,0.3,62.8,18.4,4.2,11.9,12.7,1.6,4.2,1.5,0.5,89.6,92.2,10.4,7.8,306,15,15,4,108,41,46,39,53,25,24,11,7,213,175,19.5,41.4,31.6,58.5,19.0,41.4,30.0,58.4,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240206,2024-02-06,099741,CME,00,099,731991,25767,401825,2510,466851,131883,28885,80024,85356,13500,32875,11186,3928,654340,679073,77651,52918,4781,2998,-36518,664,-3294,19735,71,482,16363,2209,2731,835,-142,5719,3217,-938,1564,100.0,3.5,54.9,0.3,63.8,18.0,3.9,10.9,11.7,1.8,4.5,1.5,0.5,89.4,92.8,10.6,7.2,309,14,18,5,109,43,47,38,51,25,25,11,6,216,176,19.6,42.9,31.7,60.5,19.0,42.8,30.2,60.4,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240130,2024-01-30,099741,CME,00,099,727210,22769,438343,1846,470145,112148,28814,79542,68993,11291,30144,10351,4070,648621,675856,78589,51354,1787,2299,-10301,-130,-5993,13780,1033,4205,-2776,602,1432,-598,121,3569,1731,-1782,56,100.0,3.1,60.3,0.3,64.7,15.4,4.0,10.9,9.5,1.6,4.1,1.4,0.6,89.2,92.9,10.8,7.1,292,12,16,.,109,40,45,39,43,21,23,10,6,208,159,19.8,43.8,32.1,63.1,19.2,43.8,30.6,63.0,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240123,2024-01-23,099741,CME,00,099,725423,20470,448644,1976,476138,98368,27781,75337,71769,10689,28712,10949,3949,645052,674125,80371,51298,-7668,-518,-16370,-251,-3326,418,965,-4955,3422,769,462,845,-70,-6924,-10272,-744,2604,100.0,2.8,61.8,0.3,65.6,13.6,3.8,10.4,9.9,1.5,4.0,1.5,0.5,88.9,92.9,11.1,7.1,290,13,16,4,114,34,44,38,43,22,21,11,6,209,157,20.2,43.3,32.4,64.2,19.6,43.3,30.9,64.1,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
EURO FX - CHICAGO MERCANTILE EXCHANGE,240116,2024-01-16,099741,CME,00,099,733091,20988,465014,2227,479464,97950,26816,80292,68347,9920,28250,10104,4019,651976,684397,81115,48694,19012,-116,5612,-224,18616,2654,1375,102,4018,913,-605,124,265,20326,14737,-1314,4275,100.0,2.9,63.4,0.3,65.4,13.4,3.7,11.0,9.3,1.4,3.9,1.4,0.5,88.9,93.4,11.1,6.6,293,12,17,.,116,36,44,39,43,22,20,10,6,212,156,19.5,43.7,31.6,65.4,18.9,43.7,30.1,65.2,(CONTRACTS OF EUR 125,000),099741,CME ,099 ,F10,FutOnly
